Account,Type,Period,Journal,Source,Description,Amount
235,3,20250930,PJ,MINT01,R                   0000013195,
235,3,20250930,PJ,PIER01,E                   0000007174,
235,3,20250930,PJ,QBOL01,E                   0000013000,
235,3,20250930,PJ,RWAM01,ANCE                0000014247,
235,3,20250930,PJ,TAYS03,ALES AGENCY LTD.    0000003059,
235,3,20250930,PJ,TILL08,G FIRE & SAFETY EQUI0000007304,
235,3,20251031,DB,014362,ENERAL              000024767r,
235,3,20251031,DB,DR1766,ENTECH SEPT STTMNT  0000000077,
235,3,20251031,JE,J-2454,FOR OCTOBER 2025   0000006218,
235,3,20251031,JE,J21153,SE OCT 2025         0000003946,
235,3,20251031,JE,J2455,R OCTOBER 2025      0000003678,
235,3,20251031,PJ,BELL02,A                   0000009352,
235,3,20251031,PJ,BELL03,ITY                 0000005099,
235,3,20251031,PJ,BELL05,A                   0000000392,
235,3,20251031,PJ,CHAN01,NDUSTRIAL SUPPLIES  0000005155,
235,3,20251031,PJ,CIBC03,LAN                 0000005100,
235,3,20251031,PJ,CJG-01,LRY GROUP CO-OP     0000005200,
235,3,20251031,PJ,ENBR01,AS (UNION GAS)      0000002306,
235,3,20251031,PJ,EXEC02,TELECOM             0000002903,
235,3,20251031,PJ,FEDE01,PRESS CANADA LTD.   0000014863,
235,3,20251031,PJ,GESS01,ANADA               0000002553,
235,3,20251031,PJ,HYDR01,NETWORKS            0000015003,
235,3,20251031,PJ,IMPE50,ECIOUS METALS       0000001040,
235,3,20251031,PJ,MART01,TIN                 0000000696,
235,3,20251031,PJ,MDLD01,D MERCHANTS         0000004367,
235,3,20251031,PJ,MESS01,ADA INC.,15687      0000003228,
235,3,20251031,PJ,MILL01,OUSE, ROSEBRUGH     0000009555,
235,3,20251031,PJ,MINT01,R                   0000019413,
235,3,20251031,PJ,PIER01,E                   0000013952,
235,3,20251031,PJ,PURO01,INC.                0000001465,
235,3,20251031,PJ,QBOL01,E                   0000013000,
235,3,20251031,PJ,RELI01,OME COMFORT         0000001682,
235,3,20251031,PJ,RWAM01,ANCE                0000014247,
235,3,20251031,PJ,TAYS03,ALES AGENCY LTD.    0000009196,
235,3,20251130,DB,014393,ENERAL              000017368v,
235,3,20251130,DB,DR1770,ENTECH OCT STATEMENT0000000077,
235,3,20251130,JE,J-2457,FOR NOVEMBER 2025  0000011363,
235,3,20251130,JE,J-2458,R NOVEMBER 2025     0000002704,
235,3,20251130,JE,J21163,EAGE REPORT JIM NOV 0000003692,
235,3,20251130,PJ,AMST01,SERTISSAGE          0000009360,
235,3,20251130,PJ,BEAR01,ARD                 0000001040,
235,3,20251130,PJ,BELL02,A                   0000004727,
235,3,20251130,PJ,BELL03,ITY                 0000002415,
235,3,20251130,PJ,BELL05,A                   0000000249,
235,3,20251130,PJ,BYRE01,INC.               0000002561,
235,3,20251130,PJ,CANA32,EWELLERS ASSOCIATION0000018837,
235,3,20251130,PJ,CANA45,T                   0000004264,
235,3,20251130,PJ,CANO01,DA INC.             0000001614,
235,3,20251130,PJ,CIBC03,LAN                 0000031948,
235,3,20251130,PJ,CJG-01,LRY GROUP CO-OP     0000005200,
235,3,20251130,PJ,ENBR01,AS (UNION GAS)      0000006692,
235,3,20251130,PJ,EXEC02,TELECOM             0000002903,
235,3,20251130,PJ,FEDE01,PRESS CANADA LTD.   0000017207,
235,3,20251130,PJ,GESS01,ANADA               0000009973,
235,3,20251130,PJ,HYDR01,NETWORKS            0000020403,
235,3,20251130,PJ,ISWS01,S                   0000027859,
235,3,20251130,PJ,MART01,TIN                 0000001597,
235,3,20251130,PJ,MDLD01,D MERCHANTS         0000037151,
235,3,20251130,PJ,MESS01,ADA INC.,15687      0000003316,
235,3,20251130,PJ,MINT01,R                   0000005774,
235,3,20251130,PJ,PIER01,E                   0000019196,
235,3,20251130,PJ,PURO01,INC.                0000002255,
235,3,20251130,PJ,QBOL01,E                   0000013000,
235,3,20251130,PJ,RWAM01,ANCE                0000014320,
235,3,20251130,PJ,TAYS03,ALES AGENCY LTD.    0000005407,
235,3,20251231,DB,014418,ENERAL              000028710t,
235,3,20251231,DB,DR1774,MBER STATEMENT      0000000077,
235,3,20251231,JE,J21173,SE DEC 2025         0000003523,
235,3,20251231,JE,J2460,FOR DECEMBER 2025  0000008542,
235,3,20251231,JE,J2461,R DECEMBER 2025     0000002757,
235,3,20251231,PJ,BEAR01,ARD                 0000001560,
235,3,20251231,PJ,BELL02,A                   0000004676,
235,3,20251231,PJ,BELL03,ITY                 0000002366,
235,3,20251231,PJ,BELL05,A                   0000000200,
235,3,20251231,PJ,BYRE01,INC.               0000007631,
235,3,20251231,PJ,CIBC03,LAN                 0000009380,
235,3,20251231,PJ,CJG-01,LRY GROUP CO-OP     0000005200,
235,3,20251231,PJ,ENBR01,AS (UNION GAS)      0000012165,
235,3,20251231,PJ,EXEC02,TELECOM             0000002903,
235,3,20251231,PJ,FEDE01,PRESS CANADA LTD.   0000027518,
235,3,20251231,PJ,GESS01,ANADA               0000007618,
235,3,20251231,PJ,HYDR01,NETWORKS            0000017321,
235,3,20251231,PJ,MART01,TIN                 0000000764,
235,3,20251231,PJ,MAZZ01,ING&AIR CONDITIONING0000003965,
235,3,20251231,PJ,MDLD01,D MERCHANTS         0000029826,
235,3,20251231,PJ,MESS01,ADA INC.,15687      0000014886,
235,3,20251231,PJ,MINT01,R                   0000006248,
235,3,20251231,PJ,NOBL01,PACKAGING INC.     0000005516,
235,3,20251231,PJ,PIER01,E                   0000016928,
235,3,20251231,PJ,PURO01,INC.                0000004575,
235,3,20251231,PJ,QBOL01,E                   0000013000,
235,3,20251231,PJ,RELI01,OME COMFORT         0000003050,
235,3,20251231,PJ,RWAM01,ANCE                0000014320,
235,3,20251231,PJ,SISK01,ROMARTY, IVEY & DOWL0000012675,
235,3,20251231,PJ,TAYS03,ALES AGENCY LTD.    0000009630,
235,3,20251231,PJ,UNIT60,0000006551,
235,3,20260131,DB,014454,ENERAL              000025537q,
235,3,20260131,DB,DR1778,ENTHECH DEC STATEMEN0000000077,
235,3,20260131,JE,J-2463,FOR JANUARY 2026   0000010267,
235,3,20260131,JE,J-2464,R JANUARY 2026      0000003347,
235,3,20260131,JE,J21183,CES JANUARY         0000001353,
235,3,20260131,PJ,BELL02,A                   0000005045,
235,3,20260131,PJ,BELL03,ITY                 0000002434,
235,3,20260131,PJ,BELL05,A                   0000000177,
235,3,20260131,PJ,CIBC03,LAN                 0000000558,
235,3,20260131,PJ,CJG-01,LRY GROUP CO-OP     0000005200,
235,3,20260131,PJ,ENBR01,AS (UNION GAS)      0000013087,
235,3,20260131,PJ,EXEC02,TELECOM             0000002903,
235,3,20260131,PJ,FEDE01,PRESS CANADA LTD.   0000008381,
235,3,20260131,PJ,GESS01,ANADA               0000001253,
235,3,20260131,PJ,HYDR01,NETWORKS            0000015440,
235,3,20260131,PJ,MDLD01,D MERCHANTS         0000085371,
235,3,20260131,PJ,MESS01,ADA INC.,15687      0000003228,
235,3,20260131,PJ,MINT01,R                   0000001223,
235,3,20260131,PJ,PIER01,E                   0000004966,
235,3,20260131,PJ,PURO01,INC.                0000000795,
235,3,20260131,PJ,QBOL01,E                   0000026000,
235,3,20260131,PJ,RELI01,OME COMFORT         0000000841,
235,3,20260131,PJ,RWAM01,ANCE                0000014320,
235,3,20260131,PJ,TAYS03,ALES AGENCY LTD.    0000002233,
235,3,20260228,PJ,CIBC03,LAN                 0000009061,
235,3,20260228,PJ,CJG-01,LRY GROUP CO-OP     0000005200,
235,3,20260228,PJ,ENBR01,AS (UNION GAS)      0000021435,
235,3,20260228,PJ,EXEC02,TELECOM             0000002898,
235,3,20260228,PJ,FEDE01,PRESS CANADA LTD.   0000009095,
235,3,20260228,PJ,GESS01,ANADA               0000016255,
235,3,20260228,PJ,HYDR01,NETWORKS            0000004720,
235,3,20260228,PJ,IMPE50,ECIOUS METALS       0000261841,
235,3,20260228,PJ,MDLD01,D MERCHANTS         0000011205,
235,3,20260228,PJ,PURO01,INC.                0000002502,
235,3,20260228,PJ,RWAM01,ANCE                0000014320,
235,3,20260228,PJ,WEBE01,LY COMPANY INC.     0000002094,
240,3,20250228,,,RWARD               000069633x,
240,3,20250331,JE,J-2434,R MARCH 2025        000018471q,
240,3,20250430,JE,J-2437,R APRIL 2025        000008141s,
240,3,20250430,JE,J21094,FOR WEEEK 4        0000549663,
240,3,20250430,JE,J21095,ACCR.AMT.APRIL     000018471q,
240,3,20250531,JE,J-2440,R MAY 2025          000025212t,
240,3,20250630,JE,J-2443,R JUNE 2025         000004914q,
240,3,20250731,JE,J-2446,R JULY 2025         0000076180,
240,3,20250831,JE,J-2449,R AUGUST 2025       0000002164,
240,3,20250930,JE,J2452,R SEPTEMBER 2025    000037828y,
240,3,20251031,JE,J2455,R OCTOBER 2025      0000315869,
240,3,20251130,JE,J-2458,R NOVEMBER 2025     000000106t,
240,3,20251231,JE,J2461,R DECEMBER 2025     0000722229,
242,3,20250228,,,RWARD               000001521p,
242,3,20250331,DB,014146,ENERAL              0000015210,
242,3,20250331,SJ,TOTAL*,NAL                 000021574w,
242,3,20250430,DB,014167,ENERAL              0000215747,
242,3,20250430,SJ,TOTAL*,NAL                 000006458t,
242,3,20250531,DB,014207,ENERAL              0000064584,
242,3,20250531,SJ,TOTAL*,NAL                 000007885v,
242,3,20250630,DB,014241,ENERAL              0000078856,
242,3,20250630,SJ,TOTAL*,NAL                 000027768s,
242,3,20250731,DB,014273,ENERAL              0000277683,
242,3,20250731,SJ,TOTAL*,NAL                 000005123p,
242,3,20250831,SJ,TOTAL*,NAL                 000007654s,
242,3,20250930,CR,250924,ANADA               0000051230,
242,3,20250930,DB,014341,ENERAL              0000076543,
242,3,20250930,SJ,TOTAL*,NAL                 000002484t,
242,3,20251031,DB,014362,ENERAL              0000024844,
242,3,20251031,SJ,TOTAL*,NAL                 000001772y,
242,3,20251130,DB,014393,ENERAL              0000017729,
242,3,20251130,SJ,TOTAL*,NAL                 000010924w,
242,3,20251231,DB,014418,ENERAL              0000109247,
242,3,20251231,SJ,TOTAL*,NAL                 000005257u,
242,3,20260131,DB,014454,ENERAL              0000052575,
242,3,20260131,SJ,TOTAL*,NAL                 000000571q,
242,3,20260228,SJ,TOTAL*,NAL                 000006116u,
244,3,20250228,,,RWARD               000027038t,
244,3,20250331,DB,014146,ENERAL              0000270384,
244,3,20250331,SJ,TOTAL*,NAL                 000040203r,
244,3,20250430,DB,014167,ENERAL              0000402032,
244,3,20250430,SJ,TOTAL*,NAL                 000042440s,
244,3,20250531,DB,014207,ENERAL              0000424403,
244,3,20250531,SJ,TOTAL*,NAL                 000039966w,
244,3,20250630,DB,014241,ENERAL              0000399667,
244,3,20250630,SJ,TOTAL*,NAL                 000062202x,
244,3,20250731,DB,014273,ENERAL              0000622028,
244,3,20250731,SJ,TOTAL*,NAL                 000028547q,
244,3,20250831,SJ,TOTAL*,NAL                 000135672t,
244,3,20250930,CR,250924,ANADA               0000285471,
244,3,20250930,DB,014341,ENERAL              0001356724,
244,3,20250930,SJ,TOTAL*,NAL                 000041923x,
244,3,20251031,DB,014362,ENERAL              0000419238,
244,3,20251031,SJ,TOTAL*,NAL                 000082425x,
244,3,20251130,DB,014393,ENERAL              0000824258,
244,3,20251130,SJ,TOTAL*,NAL                 000119994s,
244,3,20251231,DB,014418,ENERAL              0001199943,
244,3,20251231,SJ,TOTAL*,NAL                 000034022s,
244,3,20260131,DB,014454,ENERAL              0000340223,
244,3,20260131,SJ,TOTAL*,NAL                 000013202p,
244,3,20260228,SJ,TOTAL*,NAL                 000043291y,
245,3,20250228,,,RWARD               000045273u,
245,3,20250331,DB,014146,ENERAL              0000452735,
245,3,20250331,SJ,TOTAL*,NAL                 000044416s,
245,3,20250430,DB,014167,ENERAL              0000444163,
245,3,20250430,SJ,TOTAL*,NAL                 000064504q,
245,3,20250531,DB,014207,ENERAL              0000645041,
245,3,20250531,SJ,TOTAL*,NAL                 000024467u,
245,3,20250630,DB,014241,ENERAL              0000244675,
245,3,20250630,SJ,TOTAL*,NAL                 000018079v,
245,3,20250731,DB,014273,ENERAL              0000180796,
245,3,20250731,SJ,TOTAL*,NAL                 000012485q,
245,3,20250831,SJ,TOTAL*,NAL                 000003121x,
245,3,20250930,CR,250924,ANADA               0000124851,
245,3,20250930,DB,014341,ENERAL              0000031218,
245,3,20250930,SJ,TOTAL*,NAL                 000003106r,
245,3,20251031,DB,014362,ENERAL              0000031062,
245,3,20251031,SJ,TOTAL*,NAL                 000017707v,
245,3,20251130,DB,014393,ENERAL              0000177076,
245,3,20251130,SJ,TOTAL*,NAL                 000041258r,
245,3,20251231,DB,014418,ENERAL              0000412582,
245,3,20251231,SJ,TOTAL*,NAL                 000015935u,
245,3,20260131,DB,014454,ENERAL              0000159355,
245,3,20260131,SJ,TOTAL*,NAL                 000002519w,
245,3,20260228,SJ,TOTAL*,NAL                 000005076u,
246,3,20250531,SJ,TOTAL*,NAL                 000085344w,
246,3,20250630,DB,014241,ENERAL              0000853447,
246,3,20250630,SJ,TOTAL*,NAL                 000039986q,
246,3,20250731,DB,014273,ENERAL              0000399861,
246,3,20250731,SJ,TOTAL*,NAL                 000017358q,
246,3,20250831,SJ,TOTAL*,NAL                 000012500q,
246,3,20250930,CR,250924,ANADA               0000173581,
246,3,20250930,DB,014341,ENERAL              0000125001,
246,3,20250930,SJ,TOTAL*,NAL                 000009250u,
246,3,20251031,DB,014362,ENERAL              0000092505,
246,3,20251031,SJ,TOTAL*,NAL                 000007400t,
246,3,20251130,DB,014393,ENERAL              0000074004,
246,3,20251130,SJ,TOTAL*,NAL                 000028217w,
246,3,20251231,DB,014418,ENERAL              0000282177,
246,3,20251231,SJ,TOTAL*,NAL                 000016490p,
246,3,20260131,DB,014454,ENERAL              0000164900,
246,3,20260131,SJ,TOTAL*,NAL                 000001443q,
246,3,20260228,SJ,TOTAL*,NAL                 000017277x,
253,3,20250731,DB,014272,0000200000,
253,3,20251031,JE,J-2454,FOR OCTOBER 2025   0000030000,
254,3,20250228,,,RWARD               029318912p,
257,3,20250228,,,RWARD               003786409v,
257,3,20250331,JE,J21083,SE MARCH            000003013u,
257,3,20250430,JE,J-2436,FOR APRIL 2025     0000186000,
257,3,20250430,JE,J21093,SE APRIL            000005243p,
257,3,20250531,JE,J21103,EXPENSE REPORT JIM 000003136p,
257,3,20250630,JE,J21113,SE JUNE             000005096p,
257,3,20250731,DB,014287,TARIO INC.          0001130000,
257,3,20250731,JE,J21123,SE JULY             000003057v,
257,3,20250831,DB,014288,0001589965,
257,3,20250831,DB,014289,INC                 0001265728,
257,3,20250831,JE,J21133,SE AUGUST           000002984q,
257,3,20250930,CR,250924,SON                 000158996u,
257,3,20250930,JE,J-2451,SEPTEMBER          0000134000,
257,3,20250930,JE,J21143,SE                  000003283p,
257,3,20251031,JE,J-2454,FOR OCTOBER 2025   0000330000,
257,3,20251031,JE,J21153,SE OCT 2025         000003430p,
257,3,20251130,JE,J21163,EAGE REPORT JIM NOV 000003209u,
257,3,20251231,JE,J21173,SE DEC 2025         000003062u,
257,3,20260131,JE,J21183,CES JANUARY         000001176p,
259,3,20250228,,,RWARD               0002557342,
260,3,20250731,CR,250730,ER REFINING - TERRYH000030731r,
260,3,20250731,DB,014286,Y                   0000307312,
290,3,20250228,,,RWARD               004500000p,
291,3,20250228,,,RWARD               000330290p,
299,3,20250228,,,RWARD               003000194q,
30101,3,20250331,SJ,TOTAL*,NAL                 000006240p,90010
30101,3,20250430,SJ,TOTAL*,NAL                 000054802u,90010
30101,3,20250531,SJ,TOTAL*,NAL                 000025986r,90010
30101,3,20250630,SJ,TOTAL*,NAL                 000020647u,90010
30101,3,20250731,SJ,TOTAL*,NAL                 000024485p,90010
30101,3,20250831,SJ,TOTAL*,NAL                 000011757u,90010
30101,3,20250930,SJ,TOTAL*,NAL                 000002002u,90010
30101,3,20251031,SJ,TOTAL*,NAL                 000023337y,90010
30101,3,20251130,SJ,TOTAL*,NAL                 000034793y,90010
30101,3,20251231,SJ,TOTAL*,NAL                 000031210p,90010
30101,3,20260228,SJ,TOTAL*,NAL                 000001997u,90010
30201,3,20250331,SJ,TOTAL*,NAL                 000060202u,90010
30201,3,20250430,SJ,TOTAL*,NAL                 000171920p,90010
30201,3,20250531,SJ,TOTAL*,NAL                 000271115t,90010
30201,3,20250630,SJ,TOTAL*,NAL                 000131632u,90010
30201,3,20250731,SJ,TOTAL*,NAL                 000204185p,90010
30201,3,20250831,SJ,TOTAL*,NAL                 000150548u,90010
30201,3,20250930,SJ,TOTAL*,NAL                 000134447u,90010
30201,3,20251031,SJ,TOTAL*,NAL                 000078421u,90010
30201,3,20251130,SJ,TOTAL*,NAL                 000123360p,90010
30201,3,20251231,SJ,TOTAL*,NAL                 000095859t,90010
30201,3,20260131,SJ,TOTAL*,NAL                 000029807u,90010
30201,3,20260228,SJ,TOTAL*,NAL                 000231192v,90010
30301,3,20250331,SJ,TOTAL*,NAL                 000048385p,90010
30301,3,20250430,SJ,TOTAL*,NAL                 000081602u,90010
30301,3,20250531,SJ,TOTAL*,NAL                 000055690p,90010
30301,3,20250630,SJ,TOTAL*,NAL                 000082433x,90010
30301,3,20250731,SJ,TOTAL*,NAL                 000082552u,90010
30301,3,20250831,SJ,TOTAL*,NAL                 000032461y,90010
30301,3,20250930,SJ,TOTAL*,NAL                 000054435u,90010
30301,3,20251031,SJ,TOTAL*,NAL                 000071603y,90010
30301,3,20251130,SJ,TOTAL*,NAL                 000126993t,90010
30301,3,20251231,SJ,TOTAL*,NAL                 000208443w,90010
30301,3,20260131,SJ,TOTAL*,NAL                 000035973x,90010
30301,3,20260228,SJ,TOTAL*,NAL                 000075201t,90010
30401,3,20250331,SJ,TOTAL*,NAL                 000061257u,90010
30401,3,20250430,SJ,TOTAL*,NAL                 000042495p,90010
30401,3,20250531,SJ,TOTAL*,NAL                 000108602u,90010
30401,3,20250630,SJ,TOTAL*,NAL                 000109232u,90010
30401,3,20250731,SJ,TOTAL*,NAL                 000056385p,90010
30401,3,20250831,SJ,TOTAL*,NAL                 000013143u,90010
30401,3,20250930,SJ,TOTAL*,NAL                 000035385p,90010
30401,3,20251031,SJ,TOTAL*,NAL                 000026555p,90010
30401,3,20251130,SJ,TOTAL*,NAL                 000011350p,90010
30401,3,20251231,SJ,TOTAL*,NAL                 000051422u,90010
30401,3,20260131,SJ,TOTAL*,NAL                 000008450p,90010
30401,3,20260228,SJ,TOTAL*,NAL                 000046948u,90010
30406,3,20250331,SJ,TOTAL*,NAL                 000001200p,90010
30406,3,20250430,SJ,TOTAL*,NAL                 000005825p,90010
30406,3,20250531,SJ,TOTAL*,NAL                 000001817u,90010
30406,3,20250630,SJ,TOTAL*,NAL                 000003340p,90010
30406,3,20251231,SJ,TOTAL*,NAL                 000002475p,90010
30407,3,20250531,SJ,TOTAL*,NAL                 000001000p,90010
30501,3,20250331,SJ,TOTAL*,NAL                 000649422u,90010
30501,3,20250430,SJ,TOTAL*,NAL                 000353124y,90010
30501,3,20250531,SJ,TOTAL*,NAL                 000571810p,90010
30501,3,20250630,SJ,TOTAL*,NAL                 000833310p,90010
30501,3,20250731,SJ,TOTAL*,NAL                 000133393p,90010
30501,3,20250831,SJ,TOTAL*,NAL                 000093721x,90010
30501,3,20250930,SJ,TOTAL*,NAL                 000125407x,90010
30501,3,20251031,SJ,TOTAL*,NAL                 000419592u,90010
30501,3,20251130,SJ,TOTAL*,NAL                 000778120q,90010
30501,3,20251231,SJ,TOTAL*,NAL                 000046942u,90010
30501,3,20260131,SJ,TOTAL*,NAL                 000002932u,90010
30501,3,20260228,SJ,TOTAL*,NAL                 000166977v,90010
30504,3,20250331,SJ,TOTAL*,NAL                 000009170p,90010
30504,3,20250430,SJ,TOTAL*,NAL                 000001200p,90010
30504,3,20250531,SJ,TOTAL*,NAL                 000033690p,90010
30504,3,20251031,SJ,TOTAL*,NAL                 000003620p,90010
30504,3,20260228,SJ,TOTAL*,NAL                 000000760p,90010
30506,3,20250430,SJ,TOTAL*,NAL                 000002850p,90010
30507,3,20250331,SJ,TOTAL*,NAL                 000009550p,90010
30507,3,20250430,SJ,TOTAL*,NAL                 000005700p,90010
30507,3,20250531,SJ,TOTAL*,NAL                 000017800p,90010
30507,3,20250630,SJ,TOTAL*,NAL                 000000500p,90010
30507,3,20250731,SJ,TOTAL*,NAL                 000006850p,90010
30507,3,20250930,SJ,TOTAL*,NAL                 000001000p,90010
30507,3,20251031,SJ,TOTAL*,NAL                 000013050p,90010
30507,3,20251130,SJ,TOTAL*,NAL                 000002850p,90010
30507,3,20260228,SJ,TOTAL*,NAL                 000001850p,90010
30509,3,20250331,SJ,TOTAL*,NAL                 000057605p,90010
30509,3,20250430,SJ,TOTAL*,NAL                 000133115p,90010
30509,3,20250531,SJ,TOTAL*,NAL                 000099302u,90010
30509,3,20250630,SJ,TOTAL*,NAL                 000170112u,90010
30509,3,20250731,SJ,TOTAL*,NAL                 0000012870,90010
30509,3,20250831,SJ,TOTAL*,NAL                 000107290p,90010
30509,3,20250930,SJ,TOTAL*,NAL                 000036700p,90010
30509,3,20251031,SJ,TOTAL*,NAL                 000101065p,90010
30509,3,20251130,SJ,TOTAL*,NAL                 000351087u,90010
30509,3,20251231,SJ,TOTAL*,NAL                 000064480p,90010
30509,3,20260131,SJ,TOTAL*,NAL                 000002310p,90010
30509,3,20260228,SJ,TOTAL*,NAL                 000056750p,90010
30601,3,20250331,SJ,TOTAL*,NAL                 000002950x,90010
30601,3,20250430,SJ,TOTAL*,NAL                 000001375p,90010
30601,3,20250531,SJ,TOTAL*,NAL                 000013207r,90010
30601,3,20250630,SJ,TOTAL*,NAL                 000029912x,90010
30601,3,20250731,SJ,TOTAL*,NAL                 000001560p,90010
30601,3,20250831,SJ,TOTAL*,NAL                 000005080p,90010
30601,3,20250930,SJ,TOTAL*,NAL                 000005885p,90010
30601,3,20251031,SJ,TOTAL*,NAL                 000019042u,90010
30601,3,20251130,SJ,TOTAL*,NAL                 000097067u,90010
30601,3,20251231,SJ,TOTAL*,NAL                 000014342u,90010
30601,3,20260131,SJ,TOTAL*,NAL                 000002685p,90010
30601,3,20260228,SJ,TOTAL*,NAL                 000008325p,90010
30801,3,20250331,SJ,TOTAL*,NAL                 000109405p,90010
30801,3,20250430,SJ,TOTAL*,NAL                 000004811u,90010
30801,3,20250531,SJ,TOTAL*,NAL                 000019067u,90010
30801,3,20250630,SJ,TOTAL*,NAL                 000007440p,90010
30801,3,20250731,SJ,TOTAL*,NAL                 000004773x,90010
30801,3,20250831,SJ,TOTAL*,NAL                 000146109w,90010
30801,3,20250930,SJ,TOTAL*,NAL                 000015062u,90010
30801,3,20251031,SJ,TOTAL*,NAL                 000013670p,90010
30801,3,20251130,SJ,TOTAL*,NAL                 000073143v,90010
30801,3,20251231,SJ,TOTAL*,NAL                 000048590x,90010
30801,3,20260131,SJ,TOTAL*,NAL                 000048858x,90010
30801,3,20260228,SJ,TOTAL*,NAL                 000007608w,90010
30802,3,20250430,SJ,TOTAL*,NAL                 000001410p,90010
30802,3,20251031,SJ,TOTAL*,NAL                 000000330p,90010
30802,3,20260228,SJ,TOTAL*,NAL                 000000296u,90010
30803,3,20250531,SJ,TOTAL*,NAL                 0000005450,90010
30803,3,20250630,SJ,TOTAL*,NAL                 000008947x,90010
30803,3,20250831,SJ,TOTAL*,NAL                 000711370p,90010
30803,3,20250930,SJ,TOTAL*,NAL                 000034221r,90010
30803,3,20251031,SJ,TOTAL*,NAL                 000001049u,90010
30803,3,20251130,SJ,TOTAL*,NAL                 000000920p,90010
30803,3,20251231,SJ,TOTAL*,NAL                 000000716x,90010
30807,3,20250430,SJ,TOTAL*,NAL                 000003850p,90010
30807,3,20250531,SJ,TOTAL*,NAL                 000004950p,90010
30807,3,20250630,SJ,TOTAL*,NAL                 000018175p,90010
30807,3,20250731,SJ,TOTAL*,NAL                 000001290p,90010
30807,3,20250831,SJ,TOTAL*,NAL                 000017375p,90010
30807,3,20250930,SJ,TOTAL*,NAL                 000003540p,90010
30807,3,20251031,SJ,TOTAL*,NAL                 000003885p,90010
30807,3,20251231,SJ,TOTAL*,NAL                 000000370p,90010
30807,3,20260131,SJ,TOTAL*,NAL                 000002390p,90010
30807,3,20260228,SJ,TOTAL*,NAL                 000000430p,90010
30810,3,20250331,SJ,TOTAL*,NAL                 000005250p,90010
30810,3,20250430,SJ,TOTAL*,NAL                 000000760p,90010
30810,3,20250630,SJ,TOTAL*,NAL                 0000020175,90010
30810,3,20250930,SJ,TOTAL*,NAL                 000000240p,90010
30813,3,20250831,SJ,TOTAL*,NAL                 000008185p,90010
340,3,20250331,JE,J-2434,R MARCH 2025        000002302u,
341,3,20250331,CR,250304,RIEM FOR RENT&UTILTS000022250p,
341,3,20250331,CR,250331,OR RENT&UTILITIES   000007000p,
341,3,20250331,JE,J-2433,FOR MARCH          000016430p,
341,3,20250430,CR,250403,RIEM FOR RENT&UTILIT000022250p,
341,3,20250531,CR,250506,RIEM FOR RENT&UTILIT000022250p,
341,3,20250531,CR,250508,OR RENT&UTILITIES   000007000p,
341,3,20250531,JE,J-2439,FOR MAY 2025       000010430p,
341,3,20250630,CR,250603,EM FOR JUNE RENT&UTL000022250p,
341,3,20250630,JE,J-2442,FOR JUNE 2025      000014860p,
341,3,20250731,CR,250707,EM FOR RENT&UTIL JUN000022250p,
341,3,20250731,JE,J-2445,FOR JULY 2025      000010430p,
341,3,20250831,CR,250806,FOR RENT&UTILITIES 000022250p,
341,3,20250831,JE,J2448,FOR AUGUST         000010430p,
341,3,20250930,CR,250902,RIEM SEPT RENT &UTIL000015750p,
341,3,20250930,CR,250908,FOR RENT&UTILITIES 000006500p,
341,3,20250930,JE,J-2451,SEPTEMBER          000010430p,
341,3,20251031,CR,251001,RIEM OCT RENT&UTILIT000022250p,
341,3,20251031,JE,J-2454,FOR OCTOBER 2025   000006000p,
341,3,20251130,CR,251105,RIEM FOR RENT&UTILIT000022250p,
341,3,20251130,JE,J-2457,FOR NOVEMBER 2025  000006000p,
341,3,20251231,CR,251208,RIEM RENT&UTILITIES 000022250p,
341,3,20251231,JE,J2460,FOR DECEMBER 2025  000006000p,
341,3,20260131,CR,260106,RIEM FOR RENT&UTLS  000022250p,
341,3,20260131,JE,J-2463,FOR JANUARY 2026   000006000p,
341,3,20260228,CR,260203,RIEM FOR RENT&UTILIT000022250p,
342,3,20250331,SC,*TOTAL,ICE CHARGES         000000369v,
342,3,20250430,SC,*TOTAL,ICE CHARGES         000000522v,
342,3,20250531,SC,*TOTAL,ICE CHARGES         000000698t,
342,3,20250630,SC,*TOTAL,ICE CHARGES         000000755r,
342,3,20250731,SC,*TOTAL,ICE CHARGES         000001104w,
342,3,20250831,JE,J-2447,C                   0000002576,
342,3,20250831,SC,*TOTAL,ICE CHARGES         000001500r,
342,3,20250930,JE,J2450,C                   0000001148,
342,3,20250930,SC,*TOTAL,ICE CHARGES         000001366y,
342,3,20251031,SC,*TOTAL,ICE CHARGES         000002022q,
342,3,20251130,JE,J2456,C                   0000008940,
342,3,20251130,SC,*TOTAL,ICE CHARGES         000002434x,
342,3,20251231,SC,*TOTAL,ICE CHARGES         000002223q,
342,3,20260131,SC,*TOTAL,ICE CHARGES         000001797s,
344,3,20250930,PJ,IMPE50,ECIOUS METALS       0000569376,
344,3,20251031,PJ,IMPE50,ECIOUS METALS       0000005500,
344,3,20251031,SJ,TOTAL*,NAL                 000050386y,
35101,3,20250331,PD,TOTAL*,UCTION              0000019754,90010
35101,3,20250430,PD,TOTAL*,UCTION              0000139263,90010
35101,3,20250531,PD,TOTAL*,UCTION              0000081302,90010
35101,3,20250630,PD,TOTAL*,UCTION              0000062392,90010
35101,3,20250731,PD,TOTAL*,UCTION              0000081740,90010
